PSTAT,PNAME,PLNGENAN,CNTYNAME,LAT,LON,YEAR
AK,Thorne Bay Plant,-1,Prince of Wales-Hyder,55.68586,-132.52892,2016
AK,TNSG North Plant,72702,North Slope,70.235278,-148.383611,2016
AK,TNSG South Plant,0,North Slope,70.2,-148.466667,2016
AK,Togiak,2987,Dillingham,59.059744,-160.380278,2016
AK,Tok,9175,Southeast Fairbanks,63.33552,-142.99997,2016
AK,Toksook Bay,3430,Bethel,60.530142,-165.108575,2016
AK,Tyee Lake Hydroelectric Facility,96901,Wrangell,56.216403,-131.504344,2016
AK,Unalakleet,3199,Nome,63.876789,-160.790414,2016
AK,Unalaska Power Module,289,Aleutians West,53.863993,-166.512591,2016
AK,Unisea G 2,30339,Aleutians West,53.8796,-166.5532,2016
AK,University of Alaska Fairbanks,41064,Fairbanks North Star,64.854171,-147.822075,2016
AK,Upper Kalskag,1447,Bethel,61.526858,-160.348128,2016
AK,Utility Plants Section,105551,Fairbanks North Star,64.825601,-147.648627,2016
AK,Valdez,5050,Valdez Cordova,61.1303,-146.3647,2016
AK,Valdez Cogen,17636,Valdez Cordova,61.0839,-146.2529,2016
AK,Viking,-10,Prince of Wales-Hyder,55.540708,-133.102344,2016
AK,Westward Seafoods,18455,Aleutians West,53.858508,-166.55288,2016
AK,Whitman,7649,Ketchikan Gateway,55.328056,-131.530833,2016
AK,Wrangell,44,Wrangell,56.460976,-132.379439,2016
AK,Yakutat,5794,Yakutat,59.544553,-139.724306,2016
AL,ABC Coke,2989,Jefferson,33.582793,-86.779866,2016
AL,Alabama Pine Pulp,439412,Monroe,31.5825,-87.4889,2016
AL,Alabama River Pulp,310492,Monroe,31.5825,-87.4889,2016
AL,Albertville,0,Marshall,34.363389,-86.223889,2016
AL,AMEA Sylacauga Plant,46242,Talladega,33.1661,-86.2825,2016
AL,ANAD Solar Array,,Calhoun,33.626728,-85.969481,2016
AL,APC1,,,,,2016
AL,APC2,,,,,2016
AL,APC3,,,,,2016
AL,Bankhead Dam,-325,Tuscaloosa,33.458665,-87.356823,2016
AL,Barry,12770891,Mobile,31.0069,-88.0103,2016
AL,Bartletts Ferry,362014,Lee,32.661976,-85.091552,2016
AL,Bellefonte,,Jackson,34.7092,-85.9278,2016
AL,Boise Cascade Pulp & Paper Mill,124312,Clarke,31.4894,-87.8989,2016
AL,Browns Ferry,26214623,Limestone,34.7042,-87.1189,2016
AL,Calhoun Energy Center,195125,Calhoun,33.5883,-85.9731,2016
AL,Charles R Lowman,1480692,Washington,31.488019,-87.910747,2016
AL,Colbert,744333,Colbert,34.7439,-87.8486,2016
AL,Crestwood Dothan,695,Houston,31.262356,-85.402737,2016
AL,Decatur Energy Center,2600458,Morgan,34.6292,-87.0214,2016
AL,Decatur-Morgan Co LFG Recovery Project,10970,Morgan,34.623611,-87.101111,2016
AL,District 100 Transco Gas Pipe Line,,Chilton,32.668889,-86.72,2016
AL,E B Harris Generating Plant,6096885,Autauga,32.381352,-86.574366,2016
AL,E C Gaston,4280420,Shelby,33.244211,-86.458056,2016
AL,ExxonMobil Mobile Bay Onshore,83285,Mobile,30.43203,-88.18241,2016
AL,Fort Rucker Solar Array,,Dale,31.331148,-85.73019,2016
AL,Gadsden,190978,Etowah,34.0128,-85.9708,2016
AL,Gantt,5718,Covington,31.4033,-86.479469,2016
AL,Georgia-Pacific Brewton Mill,226578,Escambia,31.077,-87.1116,2016
AL,Georgia-Pacific Consr Prods LP-Naheola,219376,Choctaw,32.2268,-88.0252,2016
AL,Goat Rock,116128,Lee,32.60965,-85.0805,2016
AL,Gorgas,5494441,Walker,33.644344,-87.196486,2016
AL,Greene County,1309634,Greene,32.6017,-87.7811,2016
AL,Guntersville,506256,Marshall,34.421272,-86.393931,2016
AL,H Neely Henry Dam,154855,Calhoun,33.7845,-86.0524,2016
AL,Harris Dam,114934,Randolph,33.258281,-85.616047,2016
AL,Hillabee Energy Center,5387101,Tallapoosa,33.000669,-85.903278,2016
AL,Hog Bayou Energy Center,1501249,Mobile,30.7478,-88.0575,2016
AL,Holt Dam,129325,Tuscaloosa,33.2553,-87.4495,2016
AL,International Paper-Prattville Mill,573671,Autauga,32.4187,-86.4718,2016
AL,International Paper-Riverdale Mill,576969,Dallas,32.426016,-86.870912,2016
AL,James H Miller Jr,18193039,Jefferson,33.6319,-87.0597,2016
AL,Jones Bluff,195134,Autauga,32.324242,-86.784319,2016
AL,Jordan Dam,269244,Elmore,32.6189,-86.2548,2016
AL,Joseph M Farley,13687256,Houston,31.2231,-85.1116,2016
AL,LaFayette Solar Farm,,Chambers,32.876313,-85.38821,2016
AL,Langdale,0,Chambers,32.813836,-85.167786,2016
AL,Lay Dam,404623,Chilton,32.9633,-86.5187,2016
AL,Lewis Smith Dam,233853,Walker,33.9406,-87.1077,2016
AL,Logan Martin Dam,266305,Talladega,33.425878,-86.337547,2016
AL,Martin Dam,304289,Elmore,32.680394,-85.911442,2016
AL,McIntosh (7063),308871,Washington,31.2546,-88.0299,2016
AL,McWilliams,3816606,Covington,31.400255,-86.476449,2016
AL,"MeadWestvaco Coated Board, LLC",777256,Russell,32.1761,-85.0272,2016
AL,Millers Ferry,239468,Wilcox,32.100881,-87.399767,2016
AL,Mitchell Dam,372569,Coosa,32.806025,-86.444892,2016
AL,Mobile Energy Services LLC,391430,Mobile,30.736487,-88.051643,2016
AL,Morgan Energy Center,4115273,Morgan,34.6397,-87.0639,2016
AL,Plant H. Allen Franklin,11670861,Lee,32.6078,-85.0975,2016
AL,Point A,14113,Covington,31.361146,-86.518307,2016
AL,"River Bend Solar, LLC",31261,Lauderdale,34.831511,-87.842204,2016
AL,Rock-Tenn Mill,228860,Marengo,32.4541,-87.9759,2016
AL,SABIC Innovative Plastics - Burkville,477109,Lowndes,32.310226,-86.52542,2016
AL,Sand Valley Power Station,27140,Dekalb,34.343875,-85.866103,2016
AL,Sloss Industries Corp,23726,Jefferson,33.568164,-86.79873,2016
AL,Tenaska Central Alabama Gen Station,5185641,Autauga,32.6497,-86.74,2016
AL,Tenaska Lindsay Hill Generating Station,2905517,Autauga,32.6514,-86.7386,2016
AL,Theodore Cogeneration,1272659,Mobile,30.525445,-88.128477,2016
AL,Thurlow Dam,200640,Elmore,32.535436,-85.887614,2016
AL,U S Alliance Coosa Pines,134783,Talladega,33.328107,-86.356825,2016
AL,US Steel (Fairfield Works),0,Jefferson,33.4885,-86.9212,2016
AL,Walter Bouldin Dam,468960,Elmore,32.583889,-86.283056,2016
AL,Walton Discover Power Facility,19268,LEE,32.54098,-85.038879,2016
AL,Washington County Cogen (Olin),718606,Washington,31.2504,-88.0156,2016
AL,Weiss Dam,164092,Cherokee,34.172142,-85.753806,2016
AL,Westervelt Moundville Cogen,39791,Hale,32.960714,-87.655419,2016
AL,Weyerhaeuser Pine Hill Operations,476045,Wilcox,31.9698,-87.4806,2016
AL,Wheeler Dam,1014935,Lawrence,34.8069,-87.3819,2016
AL,Widows Creek,,Jackson,34.883022,-85.755253,2016
AL,Wilson Dam,1809161,Lauderdale,34.79782,-87.62537,2016
AL,Yates Dam,116654,Elmore,32.5743,-85.8901,2016
AL,Yellowhammer Gas Plant,17476,MOBILE,30.403538,-88.12833,2016
AR,Archer Daniels Midland Little Rock,,Pulaski,34.7,-92.199722,2016
AR,Arkansas Nuclear One,13421022,Pope,35.311,-93.2351,2016
AR,Ashdown,573418,Little River,33.6417,-94.1083,2016
AR,Beaver Dam,164928,Carroll,36.421507,-93.847373,2016
AR,Blakely Mountain,223819,Garland,34.570984,-93.194425,2016
AR,Bull Shoals,875676,Marion,36.3635,-92.5763,2016
AR,Carl Bailey,16219,Woodruff,35.260102,-91.363426,2016
AR,Carpenter,70029,Garland,34.4425,-93.0262,2016
AR,Cecil Lynch,,Pulaski,34.7535,-92.1987,2016
AR,City Water & Light - City of Jonesboro,67723,Craighead,35.848561,-90.725377,2016
AR,Clearwater Paper APP CB,99202,Desha,33.7061,-91.2371,2016
AR,Columbia Flooring Melbourne,2289,Izard,36.060514,-91.919802,2016
AR,Dam 2,378865,Desha,33.986501,-91.315788,2016
AR,Dardanelle,664117,Pope,35.2503,-93.1686,2016
AR,Degray,106751,Clark,34.211913,-93.110963,2016
AR,Dell Power Plant,735515,Mississippi,35.8619,-90.0253,2016
AR,Elkins Generating Center,7805,Washington,35.9714,-94.0014,2016
AR,Ellis Hydro,138536,Crawford,35.351361,-94.294349,2016
AR,Flint Creek Power Plant,2041334,Benton,36.2561,-94.5241,2016
AR,Fourche Creek Wastewater,5571,Pulaski,34.6968,-92.165,2016
AR,Fulton,48100,Hempstead,33.6094,-93.7924,2016
AR,Genova Arkansas I LLC,,Washington,36.186111,-94.284166,2016
AR,Georgia-Pacific Crossett LLC,505600,Ashley,33.1421,-91.975,2016
AR,Greers Ferry Lake,198122,Cleburne,35.5207,-91.9953,2016
AR,Hamilton Moses,,St Francis,34.9806,-90.8722,2016
AR,Harry D. Mattison Power Plant,117273,Washington,36.1855,-94.2841,2016
AR,Harvey Couch,,Lafayette,33.3592,-93.4649,2016
AR,Hot Spring  Energy Facility,2964241,Hot Spring,34.29759,-92.868344,2016
AR,Independence,7704239,Independence,35.678442,-91.408761,2016
AR,John W. Turk Jr. Power Plant,3748751,Hempstead,33.649722,-93.811944,2016
AR,Lake Catherine,332156,Hot Spring,34.4341,-92.9049,2016
AR,Lee Creek Water Treatment Facility,0,Crawford,35.484488,-94.392858,2016
AR,Mabelvale,0,Pulaski,34.635997,-92.409602,2016
AR,Magnet Cove Generating Station,2046994,Hot Spring,34.4297,-92.8317,2016
AR,McClellan,61314,Ouachita,33.5648,-92.7917,2016
AR,Municipal Light,0,Clay,36.3858,-90.1867,2016
AR,Murray,147872,Pulaski,34.7956,-92.3569,2016
AR,Narrows (AR),46537,Pike,34.148427,-93.715168,2016
AR,Norfork,233281,Baxter,36.2491,-92.2401,2016
AR,Osceola (AR),0,Mississippi,35.6893,-89.994,2016
AR,Oswald Generating Station,519479,Pulaski,34.5923,-92.2166,2016
AR,Ozark,103533,Franklin,35.4693,-93.8175,2016
AR,Ozarks Natural Energy,1600,Washington,36.164296,-94.082269,2016
AR,Paragould,,Greene,36.060556,-90.521389,2016
AR,Paragould Reciprocating,354,Greene,36.0242,-90.5094,2016
AR,Paragould Turbine,41,Greene,36.024272,-90.509229,2016
AR,Pine Bluff Energy Center,1212971,Jefferson,34.2181,-91.9025,2016
AR,Pine Bluff Mill,414473,Jefferson,34.221213,-91.907365,2016
AR,Plum Point Energy Station,4605320,Mississippi,35.6644,-89.9489,2016
AR,Remmel,42767,Hot Spring,34.4272,-92.8941,2016
AR,Riceland Foods Cogeneration Plant,43440,Arkansas,34.5136,-91.5331,2016
AR,Robert E Ritchie,,Phillips,34.4629,-90.5987,2016
AR,SR Camden,24542,Calhoun,33.631538,-92.703611,2016
AR,Stuttgart Solar,,Arkansas,34.439722,-91.44,2016
AR,Thomas Fitzhugh,255902,Franklin,35.462382,-93.804926,2016
AR,Two Pine Landfill Gas Recovery,33799,Pulaski,34.8332,-92.157103,2016
AR,UA Central Utility Plant,37742,Washington,36.066336,-94.172254,2016
AR,Union Power Station,9459445,Union,33.296146,-92.589364,2016
AR,Warren Lumber Mill,0,Bradley,33.6206,-92.078889,2016
AR,Waste Management Eco Vista LFGTE,30837,Washington,36.140849,-94.259713,2016
AR,Whillock,169672,Conway,35.127591,-92.790273,2016
AR,White Bluff,5697538,Jefferson,34.4228,-92.1406,2016
AR,White River Lock and Dam 1,6005,Independence,35.757401,-91.636887,2016
AR,White River Lock and Dam 2,15966,Independence,35.744036,-91.765418,2016
AR,White River Lock and Dam 3,22334,Stone,35.84361,-91.850521,2016
AZ,Actus Lend Lease DMAFB,4481,Pima,32.1825,-110.863333,2016
AZ,Agua Caliente Solar Project,743533,Yuma,32.9774,-113.4945,2016
AZ,Agua Fria Generating Station,84854,Maricopa,33.5561,-112.2153,2016
AZ,Amonix UASTP Solar Power Station,1036,Pima,32.108147,-110.824662,2016
AZ,Amphitheater High School Solar,77,Pima,32.269,-110.975,2016
AZ,Apache Solar 1,,Cochise,32.068141,-109.890379,2016
AZ,Apache Station,2068779,Cochise,32.0603,-109.8931,2016
AZ,APS Saguaro Power Plant,15748,Pinal,32.5517,-111.3,2016
AZ,APS West Phoenix Power Plant,2570029,Maricopa,33.4417,-112.1583,2016
AZ,Arizona State University CHP,50187,Maricopa,33.417222,-111.928333,2016
AZ,Arizona Western College PV,9854,Yuma,32.687778,-114.49611,2016
AZ,Arlington Valley Energy Facility,1885829,Maricopa,33.3417,-112.8897,2016
AZ,Arlington Valley Solar Energy I,,Maricopa,33.321667,-112.880555,2016
AZ,Arlington Valley Solar Energy II,364396,Maricopa,33.305,-112.833888,2016
AZ,Avalon Solar,79764,Pima,32.001389,-110.960556,2016
AZ,Avalon Solar II,38231,Pima,32.000854,-110.958427,2016
AZ,Avra Valley Solar,74846,Pima,32.371667,-111.282777,2016
AZ,Badger 1,41342,Maricopa,33.498003,-112.813458,2016
AZ,Black Mountain Generating Station,56868,Mohave,35.0361,-114.1594,2016
AZ,Black Mountain Solar LLC,20652,Mohave,35.0227,-114.1627,2016
AZ,Bonnybrooke PV,12278,Pinal,33.053,-111.34,2016
AZ,"Buckeye Generation Center, LLC",,Maricopa,33.230833,-112.626389,2016
AZ,Buckeye Union HS District 201,7398,Maricopa,33.419167,-112.576111,2016
AZ,Canyon Del Oro High School Solar,15,Pima,32.374,-110.974,2016
AZ,Childs,,Yavapai,34.351111,-111.700556,2016
AZ,Chino Solar Valley,45734,Yavapai,34.71843,-112.42899,2016
AZ,Cholla,2432167,Navajo,34.9394,-110.3033,2016
AZ,Cogeneration 1,54338,Pima,32.229922,-110.952797,2016
AZ,Cogeneration 2,36816,Pima,32.240833,-110.948333,2016
AZ,Cogenra - TEP,2100,Pima,32.101944,-110.813333,2016
AZ,"Concord Blue Eagar, LLC",,Apache,34.11494,-109.37503,2016
AZ,Coolidge Generating Station,167696,Pinal,32.917399,-111.503327,2016
AZ,Copper Crossing Energy Center,,Pinal,33.15512,-111.483636,2016
AZ,Copper Crossing Solar LLC,54194,Gila,33.160601,-111.484011,2016
AZ,Coronado Generating Station,4924949,Apache,34.5789,-109.2708,2016
AZ,Cotton Center Solar,38993,Maricopa,33.034722,-112.661667,2016
AZ,Crosscut,,Maricopa,33.439375,-111.946052,2016
AZ,Davis Dam,1118857,Mohave,35.197044,-114.570669,2016
AZ,Davis Monthan AFB (AZ) West Airfield,,Pima,32.17356,-110.899734,2016
AZ,De Moss Petrie Generating Station,5324,Pima,32.252273,-110.992148,2016
AZ,Desert Basin Generating Station,1154728,Pinal,32.9042,-111.7889,2016
AZ,Dolan Springs,,Mohave,35.61,-114.26,2016
AZ,Douglas,84,Cochise,31.364122,-109.5538,2016
AZ,Dry Lake Solar,,Navajo,34.513333,-110.078333,2016
AZ,Dry Lake Wind II LLC,116380,Navajo,34.6062,-110.1734,2016
AZ,Dry Lake Wind LLC,112321,Navajo,34.6596,-110.2842,2016
AZ,FirstEnergy,,La Paz,33.935833,-113.555,2016
AZ,Foothills Solar Plant,96915,Yuma,32.64856,-114.428741,2016
AZ,Fort Huachuca Solar PV Project,31257,Cochise,31.555278,-110.35,2016
AZ,"Gato Montes Solar, LLC",9973,Pima,32.102778,-110.819722,2016
AZ,Gila Bend,102975,Maricopa,32.940833,-112.881389,2016
AZ,Gila Bend Power Generation Station,,Maricopa,32.985977,-112.811009,2016
AZ,Gila River Power Station,6909105,Maricopa,32.975,-112.6944,2016
AZ,"Gilbert Solar Facility I, LLC",4261,Maricopa,33.355862,-111.802355,2016
AZ,Gillespie 1,44136,Maricopa,33.026389,-112.665833,2016
AZ,Glen Canyon Dam,4016225,Coconino,36.936614,-111.483872,2016
AZ,Glendale Energy Power Plant,15475,Maricopa,33.540324,-112.306361,2016
AZ,Gray Hawk Solar,,Mohave,35.3635,-113.8978,2016
AZ,Griffith Energy Project,2086732,Mohave,35.054029,-114.133272,2016
AZ,Headgate Rock,75735,La Paz,34.168264,-114.277356,2016
AZ,Hoover Dam (AZ),1818612,Mohave,36.01551,-114.738006,2016
AZ,Horse Mesa,45429,Maricopa,33.5907,-111.344,2016
AZ,Hyder II,37104,Yuma,33.027,-113.3489,2016
AZ,Hyder Solar,40655,Yuma,33.02566,-113.34397,2016
AZ,Intel - Ocotillo Campus Solar,,Maricopa,33.243261,-111.892354,2016
AZ,IRC Generator Facility,-21,Coconino,36.9708,-112.5264,2016
AZ,Iron Horse Battery Storage,,Pima,32.098492,-110.819119,2016
AZ,Irving,,Yavapai,34.402222,-111.617222,2016
AZ,Irvington Generating Station,777277,Pima,32.16,-110.9047,2016
AZ,Jacobson 5 MW Solar,,Mohave,35.304528,-114.014747,2016
AZ,Jewish Community Center PV,2227,Maricopa,33.603056,-111.924722,2016
AZ,Kayenta Solar Project,,Navajo,36.771944,-110.263889,2016
AZ,Kingman 1,24935,Mohave,35.145833,-114.0675,2016
AZ,Kyrene Generating Station,1198000,Maricopa,33.3556,-111.9353,2016
AZ,La Paz Solar Tower,,La Paz,33.917222,-114.2675,2016
AZ,La Senita,2511,Mohave,35.241675,-114.004591,2016
AZ,Lake Pleasant WTP,15235,Maricopa,33.820556,-112.24,2016
AZ,Luke Solar,,Maricopa,33.526111,-112.37944,2016
AZ,Macys Goodyear,5315,Maricopa,33.409063,-112.414596,2016
AZ,Maricopa County Community Colleges- Estr,,Maricopa,33.409803,-112.340297,2016
AZ,Mesa Solar Array,0,Maricopa,33.346944,-111.603056,2016
AZ,Mesquite Generating Station,4487692,Maricopa,33.345,-112.864167,2016
AZ,Mesquite Solar 1,408250,Maricopa,33.341833,-112.904028,2016
AZ,"Mesquite Solar 2, LLC",13255,Maricopa,33.332777,-112.911388,2016
AZ,"Mesquite Solar 3, LLC",21060,Maricopa,33.347583,-112.936805,2016
AZ,Mohave Electric at Fort Mohave,14636,Mohave,34.9843,-114.5565,2016
AZ,Mormon Flat,22336,Maricopa,33.5536,-111.4431,2016
AZ,Navajo Generating Station,12058583,Coconino,36.9047,-111.3886,2016
AZ,"New Harquahala Generating Company, LLC",3373732,Maricopa,33.47596,-113.113434,2016
AZ,North Loop,934,Pima,32.401,-111.1262,2016
AZ,Northwest Regional,22767,Maricopa,33.681944,-112.476666,2016
AZ,Novo BioPower Plant,176574,Navajo,34.503158,-110.334953,2016
AZ,Ocotillo Power Plant,136005,Maricopa,33.4225,-111.9122,2016
